sketch,notes_path,parameter,canonical_parameter,default,tried,change_score,signal,effect,deterministic,baseline_display,uses_shader,evidence_warning
2014/Generativos/organico,out/2014/Generativos/organico/notes.md,bgDotCount,bgdotcount,1000000,[3000000],large,high,"3x background dots: grain noticeably denser and darker, edge vignette much heavier",true,:2,false,
2014/Generativos/organico,out/2014/Generativos/organico/notes.md,bgAlpha,bgalpha,10,[60],large,high,"6x stroke alpha: grain becomes a coarse mid-grey texture, vignette near-black at edges",true,:2,false,
2014/Generativos/organico,out/2014/Generativos/organico/notes.md,cellMaxDiam,cellmaxdiam,200,[400],subtle,low,"cells same positions but up to 2x wider; one cluster now clips the right edge, still recognisably the same blobs",true,:2,false,
2014/Generativos/organico,out/2014/Generativos/organico/notes.md,cellMaxDots,cellmaxdots,1000,[300],subtle,low,"cells same positions; the largest cluster visibly thinner/sparser, others barely changed",true,:2,false,
2014/Generativos/organico,out/2014/Generativos/organico/notes.md,cellCount,cellcount,5,[12],subtle,low,"same five cells plus seven more, several tiny; background untouched, canvas looks a busier scatter",true,:2,false,
2014/Generativos/organico,out/2014/Generativos/organico/notes.md,cellDotSize,celldotsize,10,[16],subtle,low,"same cells, bigger dots: clusters look denser and chunkier, rims read as filled circles",true,:2,false,
2014/Generativos/palabrasAleatorias,out/2014/Generativos/palabrasAleatorias/notes.md,cant,cant,"random(10, 50)",[15],none,low,no visible change at frame 1 (plain background); stroke count only affects the async composition from frame 10,false,:2,false,non-deterministic baseline; only large changes are reliable
2014/Generativos/palabrasAleatorias,out/2014/Generativos/palabrasAleatorias/notes.md,h,h,random(256),[200],large,high,background shifts from bright olive to a dark muted teal-green (all colours share the run hue),false,:2,false,non-deterministic baseline; only large changes are reliable
2014/Generativos/palabrasAleatorias,out/2014/Generativos/palabrasAleatorias/notes.md,bgValue,bgvalue,random(180),[60],large,high,background darkens from bright olive to dark olive/brown,false,:2,false,non-deterministic baseline; only large changes are reliable
2014/Generativos/palabrasAleatorias,out/2014/Generativos/palabrasAleatorias/notes.md,fgrande,fgrande,96,[40],none,low,no visible change at frame 1 (title is drawn by the async thread after frame 1),false,:2,false,non-deterministic baseline; only large changes are reliable
2014/Generativos/palabrasAleatorias,out/2014/Generativos/palabrasAleatorias/notes.md,tam2-case0,tam2 case0,"random(5, 50)","[""random(5, 200)""]",none,low,no visible change at frame 1 (strokes are drawn by the async thread after frame 1),false,:2,false,non-deterministic baseline; only large changes are reliable
2014/Generativos/palabrasyfuentes,out/2014/Generativos/palabrasyfuentes/notes.md,cant (shape count),cant,"random(500, 1000)","[""random(50, 100)""]",none,low,no visible change - thread crashes before the loop runs up,false,:2,false,non-deterministic baseline; only large changes are reliable
2014/Generativos/palabrasyfuentes,out/2014/Generativos/palabrasyfuentes/notes.md,t (shape size),t,"random(20, 220)","[""random(200, 300)""]",none,low,no visible change - only one tiny shape appears before the crash,false,:2,false,non-deterministic baseline; only large changes are reliable
2014/Generativos/palabrasyfuentes,out/2014/Generativos/palabrasyfuentes/notes.md,c (sides),c,"random(3, 8)","[""random(3, 4)""]",none,low,no visible change - only the first shape's side count is affected,false,:2,false,non-deterministic baseline; only large changes are reliable
2014/Generativos/palabrasyfuentes,out/2014/Generativos/palabrasyfuentes/notes.md,stroke alpha,stroke alpha,4,[40],none,low,no visible change - the 10-pass outline is never repeated enough to read,false,:2,false,non-deterministic baseline; only large changes are reliable
2014/Generativos/palabrasyfuentes,out/2014/Generativos/palabrasyfuentes/notes.md,hun (star inner ratio),hun,"random(0.5, 1)","[""random(0.2, 0.3)""]",none,low,"no visible change - only affects the single first star, if it is a star",false,:2,false,non-deterministic baseline; only large changes are reliable
2014/Generativos/palabrasyfuentes,out/2014/Generativos/palabrasyfuentes/notes.md,cc (corner lines),cc,"random(-2, 40)","[""random(30, 40)""]",none,low,no visible change - thread dies long before the corner line band,false,:2,false,non-deterministic baseline; only large changes are reliable
2014/Generativos/papota,out/2014/Generativos/papota/notes.md,cc,cc,"int(random(-3,8)) (0 for seed 42)",[0],subtle,low,"scattered ring stacks removed; baseline had none, so only slight re-shaping of the central stack (RNG stream shift)",true,:2,false,
2014/Generativos/papota,out/2014/Generativos/papota/notes.md,cruces_cant,cruces cant,int(random(90)),[0],subtle,low,crosses gone; RNG stream shift spawns 4 scattered ring stacks,true,:2,false,
2014/Generativos/papota,out/2014/Generativos/papota/notes.md,centerCono_dim,centercono dim,"random(width*0.2, width*0.6)","[""random(width*0.05, width*0.15)""]",subtle,low,"central stack shrinks to ~1/4 diameter, crosses and bands unchanged",true,:2,false,
2014/Generativos/papota,out/2014/Generativos/papota/notes.md,bandWidth,bandwidth,"random(20, 200)","[""random(60, 350)""]",subtle,low,background bands wider and more subtle; RNG stream shift spawns 2 scattered stacks,true,:2,false,
2014/Generativos/papota,out/2014/Generativos/papota/notes.md,degrade_alp,degrade alp,"random(0.1, 0.6)","[""random(0.7, 1)""]",subtle,low,"near-opaque gradient wash hides bands and crosses, leaving flat background + central stack",true,:2,false,
2014/Generativos/pelosss,out/2014/Generativos/pelosss/notes.md,strandCount,strandcount,5000,[1250],large,high,"fewer strands: sparse field of discrete curls, light grey background shows through",true,:2,false,
2014/Generativos/pelosss,out/2014/Generativos/pelosss/notes.md,startSize,startsize,40,[80],large,high,"larger start diameter: bigger, bolder curls, fewer and more readable rings",true,:2,false,
2014/Generativos/pelosss,out/2014/Generativos/pelosss/notes.md,hatchSpacing,hatchspacing,"random(2,5)","[""random(8,12)""]",none,low,no visible change; hatch is too faint and covered by the curls,true,:2,false,
2014/Generativos/pelosss,out/2014/Generativos/pelosss/notes.md,speed,speed,"random(0.4,2)","[""random(0.2,0.8)""]",large,high,"slower walkers: finer, tighter, more granular curls, more background between them",true,:2,false,
2014/Generativos/pelosss,out/2014/Generativos/pelosss/notes.md,angleJitter,anglejitter,0.5,[0.1],moderate,high,"less jitter: looser, more open spirals, lighter texture",true,:2,false,
2014/Generativos/pelosss,out/2014/Generativos/pelosss/notes.md,hatchStrokeAlpha,hatchstrokealpha,20,[100],none,low,no visible change; stronger hatch still hidden under the curl field,true,:2,false,
2014/Generativos/polys,out/2014/Generativos/polys/notes.md,shape-count,shape count,80,[30],moderate,high,"fewer shapes, more negative space; larger shapes read clearly",true,:2,false,
2014/Generativos/polys,out/2014/Generativos/polys/notes.md,dim-range,dim range,"[20,200]","[[60,260]]",moderate,high,"all shapes larger, canvas denser, halos and thick outlines dominate",true,:2,false,
2014/Generativos/polys,out/2014/Generativos/polys/notes.md,sides-range,sides range,"[3,6]",[6],moderate,high,every polygon becomes a hexagon; density unchanged,true,:2,false,
2014/Generativos/polys,out/2014/Generativos/polys/notes.md,strokeWeight-factor,strokeweight factor,0.05,[0.15],moderate,high,"3x stroke factor, noticeably chunkier outlines on same shapes",true,:2,false,
2014/Generativos/polys,out/2014/Generativos/polys/notes.md,drift-rate,drift rate,0.02,[0.2],none,low,no visible change at frame 1: drift term is frame*random(...) and frame==0 in the first draw,true,:2,false,
2014/Generativos/prueba1,out/2014/Generativos/prueba1/notes.md,web_alpha,web alpha,40,[200],subtle,low,web rings/spokes clearly more prominent; dot layer unchanged,true,:2,false,
2014/Generativos/prueba1,out/2014/Generativos/prueba1/notes.md,center_x,center x,500,[300],moderate,high,web centre moves to top-centre; dot fan re-aimed toward bottom-left,true,:2,false,
2014/Generativos/prueba1,out/2014/Generativos/prueba1/notes.md,center_y,center y,180,[400],moderate,high,web centre moves to mid-right of canvas; dots fan out toward the left,true,:2,false,
2014/Generativos/prueba1,out/2014/Generativos/prueba1/notes.md,dot_size_scale,dot size scale,100,[200],moderate,high,"dots ~2x larger, overlap into a dense bokeh field that buries the web",true,:2,false,
2014/Generativos/prueba1,out/2014/Generativos/prueba1/notes.md,spoke_count,spoke count,40,[80],subtle,low,spokes visibly finer and dot rows slightly denser; overall close to baseline,true,:2,false,
2014/Generativos/prueba1,out/2014/Generativos/prueba1/notes.md,dot_alpha_mod,dot alpha mod,30,[100],moderate,high,dots much more opaque (alpha up to 99 instead of 29); web still visible between them,true,:2,false,
2014/Generativos/prueba2,out/2014/Generativos/prueba2/notes.md,dim,dim,80,[160],,unscored,max arc diameter per node,true,:2,false,
2014/Generativos/prueba2,out/2014/Generativos/prueba2/notes.md,cant,cant,10,[40],,unscored,arcs stacked per node,true,:2,false,
2014/Generativos/prueba2,out/2014/Generativos/prueba2/notes.md,rows,rows,8,[4],,unscored,grid rows (j loop),true,:2,false,
2014/Generativos/prueba2,out/2014/Generativos/prueba2/notes.md,cols,cols,6,[3],,unscored,grid columns (i loop),true,:2,false,
2014/Generativos/prueba2,out/2014/Generativos/prueba2/notes.md,hue,hue,random(255),"[""random(30,70)""]",,unscored,hue band of generated colours,true,:2,false,
2014/Generativos/prueba2,out/2014/Generativos/prueba2/notes.md,alpha,alpha,256-(random(1)*random(256)),"[""256""]",,unscored,wedge opacity,true,:2,false,
2014/Generativos/quadFeos,out/2014/Generativos/quadFeos/notes.md,blurPasses,blurpasses,500,[50],none,low,no visible change; quadtree already absent from the captured frame,false,:2,false,non-deterministic baseline; only large changes are reliable
2014/Generativos/quadFeos,out/2014/Generativos/quadFeos/notes.md,cellSteps,cellsteps,50,[5],none,low,no visible change; per-quad nested squares not visible in capture,false,:2,false,non-deterministic baseline; only large changes are reliable
2014/Generativos/quadFeos,out/2014/Generativos/quadFeos/notes.md,targetCount,targetcount,200,[50],none,low,no visible change; quadtree not visible in capture,false,:2,false,non-deterministic baseline; only large changes are reliable
2014/Generativos/quadFeos,out/2014/Generativos/quadFeos/notes.md,splitProb,splitprob,0.3,[0.9],subtle,low,no visible structural change; only dot count/positions differ (non-deterministic),false,:2,false,non-deterministic baseline; only large changes are reliable
2014/Generativos/quadFeos,out/2014/Generativos/quadFeos/notes.md,grainStrength,grainstrength,5,[40],moderate,high,"much coarser, stronger grain over the whole field",false,:2,false,non-deterministic baseline; only large changes are reliable
2014/Generativos/quadFeos,out/2014/Generativos/quadFeos/notes.md,washAlpha,washalpha,20,[200],moderate,high,field visibly lighter and flatter; dots almost erased,false,:2,false,non-deterministic baseline; only large changes are reliable
2014/Generativos/quadFlotantes,out/2014/Generativos/quadFlotantes/notes.md,maxx,maxx,8,[6],subtle,low,"coarser minimum cell (4px vs 1px); grain looks blockier, same overall density",true,:2,false,
2014/Generativos/quadFlotantes,out/2014/Generativos/quadFlotantes/notes.md,quadCount,quadcount,40000,[10000],large,high,"4x fewer squares per pass; much of the dark background shows through, sparse glitter look",true,:2,false,
2014/Generativos/quadFlotantes,out/2014/Generativos/quadFlotantes/notes.md,outlineAlpha,outlinealpha,8,[60],large,high,near-invisible outlines become strong; image much darker with a visible dark grid mesh,true,:2,false,
2014/Generativos/quadFlotantes,out/2014/Generativos/quadFlotantes/notes.md,paletteColor,palettecolor,#7BB0A8,"[""#B07B7B""]",subtle,low,"teal swapped for dusty rose; warmer muted cast, structure unchanged",true,:2,false,
2014/Generativos/quadFlotantes,out/2014/Generativos/quadFlotantes/notes.md,maxOutlineWeight,maxoutlineweight,3,[6],large,high,"thicker outlines; darker, more connected mesh of outlined squares",true,:2,false,
2014/Generativos/texturasPuntitos,out/2014/Generativos/texturasPuntitos/notes.md,sep (dot spacing),sep,20,[40],none,low,"sparser dot band in top-left, but dot region is only ~2% of canvas so overall diff is none",true,:2,false,
2014/Generativos/texturasPuntitos,out/2014/Generativos/texturasPuntitos/notes.md,tam (dot size),tam,10,[30],subtle,low,"dots grow into overlapping white rings; dot band turns into a dense ring mesh, still confined to top-left",true,:2,false,
2014/Generativos/texturasPuntitos,out/2014/Generativos/texturasPuntitos/notes.md,grid angle,grid angle,random(TWO_PI),[0],subtle,low,"angle 0 makes sin(ang)=0, grid collapses to a single flat row of dots along the top edge instead of a rotated band",true,:2,false,
2014/Generativos/texturasPuntitos,out/2014/Generativos/texturasPuntitos/notes.md,grid diameter d,grid diameter d,width (600),[300],none,low,"halves the grid count (15x15 instead of 30x30); at seed 42 the result is a single row of dots along the top, diff none",true,:2,false,
2014/Generativos/texturasPuntitos,out/2014/Generativos/texturasPuntitos/notes.md,gradient direction,gradient direction,"map(i,0,height,0,1)","[""map(i,0,height,1,0)""]",large,high,"reverses the whole gradient: blue on top, magenta on bottom; dot band unaffected (top-left)",true,:2,false,
2015/Generativos/FFt/fft_prueba1,out/2015/Generativos/FFt/fft_prueba1/notes.md,background,background,220,"[120,40]",large,high,"darker base => much stronger shader vignette; 120 = brighter white centre with a darker gray ring, 40 = near-black field",false,:2,true,non-deterministic baseline; only large changes are reliable
2015/Generativos/FFt/fft_prueba1,out/2015/Generativos/FFt/fft_prueba1/notes.md,cc,cc,8,[3],none,low,no visible change at frame 1 (boxes have ~0 size before audio grows them),false,:2,true,non-deterministic baseline; only large changes are reliable
2015/Generativos/FFt/fft_prueba1,out/2015/Generativos/FFt/fft_prueba1/notes.md,sep,sep,80,[120],none,low,no visible change at frame 1 (boxes have ~0 size),false,:2,true,non-deterministic baseline; only large changes are reliable
